game_id,round,player_id,player_name,player_type,statement,decision,payoff,contribution,thinking
Game-9bef43,1,3df684d9-53f7-4632-8d8a-f7b997492c54,Altruist_1,A player who believes that cooperation is always the best strategy for everyone.,N/A,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,1,de68c5b2-7df2-4189-9734-9fff8b632a80,Free-Rider_2,A selfish player who aims to maximize their own score by letting others do the work.,N/A,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,1,9b663aeb-dabe-4664-8dba-2864ee53f9d8,Maximizer_3,A player who is flexible and will try to win using whatever strategy seems best.,N/A,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,2,3df684d9-53f7-4632-8d8a-f7b997492c54,Altruist_1,A player who believes that cooperation is always the best strategy for everyone.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,2,de68c5b2-7df2-4189-9734-9fff8b632a80,Free-Rider_2,A selfish player who aims to maximize their own score by letting others do the work.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,2,9b663aeb-dabe-4664-8dba-2864ee53f9d8,Maximizer_3,A player who is flexible and will try to win using whatever strategy seems best.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,3,3df684d9-53f7-4632-8d8a-f7b997492c54,Altruist_1,A player who believes that cooperation is always the best strategy for everyone.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,3,de68c5b2-7df2-4189-9734-9fff8b632a80,Free-Rider_2,A selfish player who aims to maximize their own score by letting others do the work.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,3,9b663aeb-dabe-4664-8dba-2864ee53f9d8,Maximizer_3,A player who is flexible and will try to win using whatever strategy seems best.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,4,3df684d9-53f7-4632-8d8a-f7b997492c54,Altruist_1,A player who believes that cooperation is always the best strategy for everyone.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,4,de68c5b2-7df2-4189-9734-9fff8b632a80,Free-Rider_2,A selfish player who aims to maximize their own score by letting others do the work.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,4,9b663aeb-dabe-4664-8dba-2864ee53f9d8,Maximizer_3,A player who is flexible and will try to win using whatever strategy seems best.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,5,3df684d9-53f7-4632-8d8a-f7b997492c54,Altruist_1,A player who believes that cooperation is always the best strategy for everyone.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,5,de68c5b2-7df2-4189-9734-9fff8b632a80,Free-Rider_2,A selfish player who aims to maximize their own score by letting others do the work.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
Game-9bef43,5,9b663aeb-dabe-4664-8dba-2864ee53f9d8,Maximizer_3,A player who is flexible and will try to win using whatever strategy seems best.,...,0,5.0,same,"API Error: 404 models/gemini-2.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
